33.78148, -84.39483, 12/10/01, 10:32:12
33.78148, -84.39472, 12/10/01, 10:32:13
33.78148, -84.39458, 12/10/01, 10:32:14
33.78148, -84.39447, 12/10/01, 10:32:15
33.78143, -84.39427, 12/10/01, 10:32:16
33.78143, -84.39418, 12/10/01, 10:32:17
33.78143, -84.39407, 12/10/01, 10:32:18
33.78142, -84.39393, 12/10/01, 10:32:19
33.78142, -84.39380, 12/10/01, 10:32:20
33.78142, -84.39368, 12/10/01, 10:32:21
33.78143, -84.39357, 12/10/01, 10:32:22
33.78143, -84.39343, 12/10/01, 10:32:23
33.78143, -84.39332, 12/10/01, 10:32:24
33.78143, -84.39320, 12/10/01, 10:32:25
33.78145, -84.39308, 12/10/01, 10:32:26
33.78145, -84.39295, 12/10/01, 10:32:27
33.78147, -84.39283, 12/10/01, 10:32:28
33.78147, -84.39270, 12/10/01, 10:32:29
33.78147, -84.39255, 12/10/01, 10:32:30
33.78147, -84.39240, 12/10/01, 10:32:31
33.78147, -84.39230, 12/10/01, 10:32:32
33.78147, -84.39217, 12/10/01, 10:32:33
33.78147, -84.39203, 12/10/01, 10:32:34
33.78147, -84.39190, 12/10/01, 10:32:35
33.78147, -84.39177, 12/10/01, 10:32:36
33.78147, -84.39163, 12/10/01, 10:32:37
33.78147, -84.39150, 12/10/01, 10:32:38
33.78147, -84.39138, 12/10/01, 10:32:39
33.78145, -84.39125, 12/10/01, 10:32:40
33.78145, -84.39112, 12/10/01, 10:32:41
33.78145, -84.39100, 12/10/01, 10:32:42
33.78145, -84.39087, 12/10/01, 10:32:43
33.78145, -84.39075, 12/10/01, 10:32:44
33.78145, -84.39063, 12/10/01, 10:32:45
33.78145, -84.39053, 12/10/01, 10:32:46
33.78145, -84.39043, 12/10/01, 10:32:47
33.78145, -84.39033, 12/10/01, 10:32:48
33.78145, -84.39023, 12/10/01, 10:32:49
33.78145, -84.39013, 12/10/01, 10:32:50
33.78145, -84.39003, 12/10/01, 10:32:51
33.78145, -84.38993, 12/10/01, 10:32:52
33.78145, -84.38983, 12/10/01, 10:32:53
33.78145, -84.38973, 12/10/01, 10:32:54
33.78145, -84.38963, 12/10/01, 10:32:55
33.78145, -84.38953, 12/10/01, 10:32:56
33.78145, -84.38945, 12/10/01, 10:32:57
33.78145, -84.38935, 12/10/01, 10:32:58
33.78145, -84.38927, 12/10/01, 10:32:59
33.78145, -84.38917, 12/10/01, 10:33:00
33.78145, -84.38907, 12/10/01, 10:33:01
33.78142, -84.38902, 12/10/01, 10:33:02
33.78137, -84.38895, 12/10/01, 10:33:03
33.78130, -84.38893, 12/10/01, 10:33:04
33.78122, -84.38892, 12/10/01, 10:33:05
33.78112, -84.38890, 12/10/01, 10:33:06
33.78102, -84.38888, 12/10/01, 10:33:07
33.78090, -84.38887, 12/10/01, 10:33:08
33.78078, -84.38887, 12/10/01, 10:33:09
33.78065, -84.38885, 12/10/01, 10:33:10
33.78048, -84.38882, 12/10/01, 10:33:11
33.78033, -84.38880, 12/10/01, 10:33:12
33.78018, -84.38877, 12/10/01, 10:33:13
33.78002, -84.38873, 12/10/01, 10:33:14
33.77987, -84.38872, 12/10/01, 10:33:15
33.77970, -84.38868, 12/10/01, 10:33:16
33.77955, -84.38865, 12/10/01, 10:33:17
33.77940, -84.38863, 12/10/01, 10:33:18
33.77925, -84.38860, 12/10/01, 10:33:19
33.77910, -84.38858, 12/10/01, 10:33:20
33.77898, -84.38858, 12/10/01, 10:33:21
33.77887, -84.38858, 12/10/01, 10:33:22
33.77875, -84.38860, 12/10/01, 10:33:23
33.77863, -84.38860, 12/10/01, 10:33:24
33.77852, -84.38860, 12/10/01, 10:33:25
33.77840, -84.38860, 12/10/01, 10:33:26
33.77835, -84.38860, 12/10/01, 10:33:27
33.77830, -84.38862, 12/10/01, 10:33:28
33.77825, -84.38862, 12/10/01, 10:33:29
33.77820, -84.38863, 12/10/01, 10:33:30
33.77815, -84.38863, 12/10/01, 10:33:31
33.77810, -84.38863, 12/10/01, 10:33:32
33.77805, -84.38865, 12/10/01, 10:33:33
33.77800, -84.38865, 12/10/01, 10:33:34
33.77795, -84.38867, 12/10/01, 10:33:35
33.77790, -84.38867, 12/10/01, 10:33:36
33.77785, -84.38867, 12/10/01, 10:33:37
33.77780, -84.38868, 12/10/01, 10:33:38
33.77775, -84.38868, 12/10/01, 10:33:39
33.77770, -84.38870, 12/10/01, 10:33:40
33.77765, -84.38870, 12/10/01, 10:33:41
33.77760, -84.38870, 12/10/01, 10:33:42
33.77755, -84.38872, 12/10/01, 10:33:43
33.77750, -84.38872, 12/10/01, 10:33:44
33.77745, -84.38873, 12/10/01, 10:33:45
33.77740, -84.38873, 12/10/01, 10:33:46
33.77735, -84.38875, 12/10/01, 10:33:47
33.77730, -84.38875, 12/10/01, 10:33:48
33.77725, -84.38875, 12/10/01, 10:33:49
33.77717, -84.38877, 12/10/01, 10:33:50
33.77698, -84.38877, 12/10/01, 10:33:51
33.77685, -84.38877, 12/10/01, 10:33:52
33.77672, -84.38877, 12/10/01, 10:33:53
33.77658, -84.38877, 12/10/01, 10:33:54
33.77645, -84.38877, 12/10/01, 10:33:55
33.77632, -84.38875, 12/10/01, 10:33:56
33.77618, -84.38875, 12/10/01, 10:33:57
33.77605, -84.38875, 12/10/01, 10:33:58
33.77593, -84.38875, 12/10/01, 10:33:59
33.77580, -84.38875, 12/10/01, 10:34:00
33.77567, -84.38875, 12/10/01, 10:34:01
33.77553, -84.38875, 12/10/01, 10:34:02
33.77540, -84.38875, 12/10/01, 10:34:03
33.77527, -84.38875, 12/10/01, 10:34:04
33.77513, -84.38873, 12/10/01, 10:34:05
33.77500, -84.38873, 12/10/01, 10:34:06
33.77487, -84.38873, 12/10/01, 10:34:07
33.77473, -84.38873, 12/10/01, 10:34:08
33.77460, -84.38873, 12/10/01, 10:34:09
33.77447, -84.38873, 12/10/01, 10:34:10
33.77433, -84.38873, 12/10/01, 10:34:11
33.77420, -84.38873, 12/10/01, 10:34:12
33.77407, -84.38873, 12/10/01, 10:34:13
33.77393, -84.38873, 12/10/01, 10:34:14
33.77380, -84.38872, 12/10/01, 10:34:15
33.77367, -84.38872, 12/10/01, 10:34:16
33.77353, -84.38872, 12/10/01, 10:34:17
33.77340, -84.38872, 12/10/01, 10:34:18
33.77205, -84.38893, 12/10/01, 10:34:19
33.77197, -84.38893, 12/10/01, 10:34:20
33.77193, -84.38890, 12/10/01, 10:34:21
33.77187, -84.38887, 12/10/01, 10:34:22
33.77180, -84.38887, 12/10/01, 10:34:23
33.77173, -84.38887, 12/10/01, 10:34:24
33.77167, -84.38888, 12/10/01, 10:34:25
33.77160, -84.38888, 12/10/01, 10:34:26
33.77153, -84.38888, 12/10/01, 10:34:27
33.77147, -84.38888, 12/10/01, 10:34:28
33.77140, -84.38888, 12/10/01, 10:34:29
33.77133, -84.38890, 12/10/01, 10:34:30
33.77127, -84.38890, 12/10/01, 10:34:31
33.77120, -84.38890, 12/10/01, 10:34:32
33.77113, -84.38890, 12/10/01, 10:34:33
33.77107, -84.38890, 12/10/01, 10:34:34
33.77100, -84.38890, 12/10/01, 10:34:35
33.77093, -84.38892, 12/10/01, 10:34:36
33.77087, -84.38892, 12/10/01, 10:34:37
33.77080, -84.38892, 12/10/01, 10:34:38
33.77073, -84.38892, 12/10/01, 10:34:39
33.77067, -84.38892, 12/10/01, 10:34:40
33.77060, -84.38893, 12/10/01, 10:34:41
33.77053, -84.38893, 12/10/01, 10:34:42
33.77047, -84.38893, 12/10/01, 10:34:43
33.77040, -84.38893, 12/10/01, 10:34:44
33.77033, -84.38893, 12/10/01, 10:34:45
33.77027, -84.38895, 12/10/01, 10:34:46
33.77020, -84.38895, 12/10/01, 10:34:47
33.77013, -84.38895, 12/10/01, 10:34:48
33.77007, -84.38895, 12/10/01, 10:34:49
33.77000, -84.38895, 12/10/01, 10:34:50
33.76993, -84.38895, 12/10/01, 10:34:51
33.76987, -84.38897, 12/10/01, 10:34:52
33.77220, -84.38993, 12/10/01, 10:35:17
33.77240, -84.38995, 12/10/01, 10:35:18
33.77262, -84.38995, 12/10/01, 10:35:19
33.77283, -84.38997, 12/10/01, 10:35:20
33.77305, -84.38997, 12/10/01, 10:35:21
33.77327, -84.38997, 12/10/01, 10:35:22
33.77348, -84.38997, 12/10/01, 10:35:23
