AT	50	5 minuti	[0s  1s]	NaN	NaN	0
AT	50	5 minuti	[1s  5s]	NaN	NaN	0
AT	50	5 minuti	]5s  10s]	NaN	NaN	0
AT	50	5 minuti	]10s  15s]	NaN	NaN	0
AT	50	5 minuti	]15s  30s]	NaN	NaN	0
AT	50	5 minuti	]30s  1m]	NaN	NaN	0
AT	50	5 minuti	]1m  5m]	106.84615325927734	11396.08203125	13
AT	50	5 minuti	]5m  10m]	111.77777862548828	12487.8828125	9
AT	50	5 minuti	]10m  15m]	415.6666564941406	172765.375	6
AT	50	5 minuti	]15m  30m]	419.45001220703125	175849.109375	20
AT	50	5 minuti	]30m  1h]	421.5	177588.09375	4
AT	50	5 minuti	]1h  5h]	NaN	NaN	0
AT	50	5 minuti	]5h  inf]	NaN	NaN	0
AT	50	10 minuti	[0s  1s]	NaN	NaN	0
AT	50	10 minuti	[1s  5s]	NaN	NaN	0
AT	50	10 minuti	]5s  10s]	NaN	NaN	0
AT	50	10 minuti	]10s  15s]	NaN	NaN	0
AT	50	10 minuti	]15s  30s]	NaN	NaN	0
AT	50	10 minuti	]30s  1m]	NaN	NaN	0
AT	50	10 minuti	]1m  5m]	106.84615325927734	11396.08203125	13
AT	50	10 minuti	]5m  10m]	111.77777862548828	12487.8828125	9
AT	50	10 minuti	]10m  15m]	470.6000061035156	221418.78125	5
AT	50	10 minuti	]15m  30m]	498.20001220703125	247993.1875	15
AT	50	10 minuti	]30m  1h]	389.75	151858.21875	4
AT	50	10 minuti	]1h  5h]	288.0	82912.234375	2
AT	50	10 minuti	]5h  inf]	NaN	NaN	0
AT	100	5 minuti	[0s  1s]	NaN	NaN	0
AT	100	5 minuti	[1s  5s]	NaN	NaN	0
AT	100	5 minuti	]5s  10s]	NaN	NaN	0
AT	100	5 minuti	]10s  15s]	NaN	NaN	0
AT	100	5 minuti	]15s  30s]	NaN	NaN	0
AT	100	5 minuti	]30s  1m]	NaN	NaN	0
AT	100	5 minuti	]1m  5m]	58.07692337036133	3366.948486328125	13
AT	100	5 minuti	]5m  10m]	61.55555725097656	3785.974853515625	9
AT	100	5 minuti	]10m  15m]	224.8333282470703	50542.9296875	6
AT	100	5 minuti	]15m  30m]	212.9499969482422	45327.28515625	20
AT	100	5 minuti	]30m  1h]	179.5	32202.8359375	4
AT	100	5 minuti	]1h  5h]	NaN	NaN	0
AT	100	5 minuti	]5h  inf]	NaN	NaN	0
AT	100	10 minuti	[0s  1s]	NaN	NaN	0
AT	100	10 minuti	[1s  5s]	NaN	NaN	0
AT	100	10 minuti	]5s  10s]	NaN	NaN	0
AT	100	10 minuti	]10s  15s]	NaN	NaN	0
AT	100	10 minuti	]15s  30s]	NaN	NaN	0
AT	100	10 minuti	]30s  1m]	NaN	NaN	0
AT	100	10 minuti	]1m  5m]	58.07692337036133	3366.948486328125	13
AT	100	10 minuti	]5m  10m]	61.55555725097656	3785.974853515625	9
AT	100	10 minuti	]10m  15m]	256.0	65518.2265625	5
AT	100	10 minuti	]15m  30m]	252.06666564941406	63487.17578125	15
AT	100	10 minuti	]30m  1h]	164.75	27129.623046875	4
AT	100	10 minuti	]1h  5h]	170.0	28888.314453125	2
AT	100	10 minuti	]5h  inf]	NaN	NaN	0
AT	300	5 minuti	[0s  1s]	NaN	NaN	0
AT	300	5 minuti	[1s  5s]	NaN	NaN	0
AT	300	5 minuti	]5s  10s]	NaN	NaN	0
AT	300	5 minuti	]10s  15s]	NaN	NaN	0
AT	300	5 minuti	]15s  30s]	NaN	NaN	0
AT	300	5 minuti	]30s  1m]	NaN	NaN	0
AT	300	5 minuti	]1m  5m]	20.0	399.216064453125	13
AT	300	5 minuti	]5m  10m]	17.44444465637207	304.1027526855469	9
AT	300	5 minuti	]10m  15m]	69.66666412353516	4853.65478515625	6
AT	300	5 minuti	]15m  30m]	67.1500015258789	4508.9384765625	20
AT	300	5 minuti	]30m  1h]	58.75	3449.627197265625	4
AT	300	5 minuti	]1h  5h]	NaN	NaN	0
AT	300	5 minuti	]5h  inf]	NaN	NaN	0
AT	300	10 minuti	[0s  1s]	NaN	NaN	0
AT	300	10 minuti	[1s  5s]	NaN	NaN	0
AT	300	10 minuti	]5s  10s]	NaN	NaN	0
AT	300	10 minuti	]10s  15s]	NaN	NaN	0
AT	300	10 minuti	]15s  30s]	NaN	NaN	0
AT	300	10 minuti	]30s  1m]	NaN	NaN	0
AT	300	10 minuti	]1m  5m]	20.0	399.216064453125	13
AT	300	10 minuti	]5m  10m]	17.44444465637207	304.1027526855469	9
AT	300	10 minuti	]10m  15m]	79.4000015258789	6303.5380859375	5
AT	300	10 minuti	]15m  30m]	79.13333129882812	6259.1572265625	15
AT	300	10 minuti	]30m  1h]	54.25	2941.573486328125	4
AT	300	10 minuti	]1h  5h]	56.5	3190.93017578125	2
AT	300	10 minuti	]5h  inf]	NaN	NaN	0
